topology,workload,routing_mode,offered_volume_gb,link_count,link_ratio_pct
2D-FullMesh,A2A,SHORTEST_PATH,0.24,209,29.6875
2D-FullMesh,A2A,SHORTEST_PATH,0.244,13,1.8465909090909092
2D-FullMesh,A2A,SHORTEST_PATH,0.248,24,3.4090909090909087
2D-FullMesh,A2A,SHORTEST_PATH,0.252,10,1.4204545454545454
2D-FullMesh,A2A,SHORTEST_PATH,0.256,10,1.4204545454545454
2D-FullMesh,A2A,SHORTEST_PATH,0.26,24,3.4090909090909087
2D-FullMesh,A2A,SHORTEST_PATH,0.264,13,1.8465909090909092
2D-FullMesh,A2A,SHORTEST_PATH,0.268,209,29.6875
2D-FullMesh,A2A,SHORTEST_PATH,0.512,192,27.27272727272727
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.001,46,14.983713355048861
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.002,104,33.876221498371336
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.003,34,11.074918566775244
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.004,90,29.31596091205212
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.005,16,5.211726384364821
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.006,12,3.908794788273615
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.007,4,1.3029315960912053
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.008,1,0.32573289902280134
2D-Torus,A2A,SHORTEST_PATH,0.112,105,34.53947368421053
2D-Torus,A2A,SHORTEST_PATH,0.116,9,2.9605263157894735
2D-Torus,A2A,SHORTEST_PATH,0.12,9,2.9605263157894735
2D-Torus,A2A,SHORTEST_PATH,0.124,5,1.644736842105263
2D-Torus,A2A,SHORTEST_PATH,0.128,5,1.644736842105263
2D-Torus,A2A,SHORTEST_PATH,0.132,9,2.9605263157894735
2D-Torus,A2A,SHORTEST_PATH,0.136,9,2.9605263157894735
2D-Torus,A2A,SHORTEST_PATH,0.14,105,34.53947368421053
2D-Torus,A2A,SHORTEST_PATH,0.512,48,15.789473684210526
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0003,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0013,6,4.511278195488721
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0017,4,3.007518796992481
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.002,47,35.338345864661655
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0023,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.003,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0033,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0037,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.004,43,32.33082706766917
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0043,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0047,6,4.511278195488721
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.005,4,3.007518796992481
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0057,4,3.007518796992481
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.006,3,2.2556390977443606
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.007,2,1.5037593984962405
2D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0073,2,1.5037593984962405
3D-Torus,A2A,SHORTEST_PATH,0.496,411,30.580357142857146
3D-Torus,A2A,SHORTEST_PATH,0.5,33,2.455357142857143
3D-Torus,A2A,SHORTEST_PATH,0.504,48,3.571428571428571
3D-Torus,A2A,SHORTEST_PATH,0.508,20,1.488095238095238
3D-Torus,A2A,SHORTEST_PATH,0.512,20,1.488095238095238
3D-Torus,A2A,SHORTEST_PATH,0.516,48,3.571428571428571
3D-Torus,A2A,SHORTEST_PATH,0.52,33,2.455357142857143
3D-Torus,A2A,SHORTEST_PATH,0.524,411,30.580357142857146
3D-Torus,A2A,SHORTEST_PATH,2.048,320,23.809523809523807
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0009,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0011,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0012,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0013,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0014,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0015,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0017,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0018,2,0.30959752321981426
