topology,workload,routing_mode,offered_volume_gb,link_count,link_ratio_pct
Clos,A2A,ECMP,0.286,576,66.66666666666666
Clos,A2A,ECMP,0.544,288,33.33333333333333
Clos,Sparse 1-to-N,ECMP,0.0005,8,1.7699115044247788
Clos,Sparse 1-to-N,ECMP,0.001,72,15.929203539823009
Clos,Sparse 1-to-N,ECMP,0.0015,16,3.5398230088495577
Clos,Sparse 1-to-N,ECMP,0.002,174,38.49557522123894
Clos,Sparse 1-to-N,ECMP,0.0025,16,3.5398230088495577
Clos,Sparse 1-to-N,ECMP,0.003,24,5.3097345132743365
Clos,Sparse 1-to-N,ECMP,0.0035,24,5.3097345132743365
Clos,Sparse 1-to-N,ECMP,0.004,112,24.778761061946902
Clos,Sparse 1-to-N,ECMP,0.006,6,1.3274336283185841
2D-FullMesh,A2A,SHORTEST_PATH,0.24,208,29.545454545454547
2D-FullMesh,A2A,SHORTEST_PATH,0.244,6,0.8522727272727272
2D-FullMesh,A2A,SHORTEST_PATH,0.248,27,3.835227272727273
2D-FullMesh,A2A,SHORTEST_PATH,0.252,15,2.130681818181818
2D-FullMesh,A2A,SHORTEST_PATH,0.256,15,2.130681818181818
2D-FullMesh,A2A,SHORTEST_PATH,0.26,27,3.835227272727273
2D-FullMesh,A2A,SHORTEST_PATH,0.264,6,0.8522727272727272
2D-FullMesh,A2A,SHORTEST_PATH,0.268,208,29.545454545454547
2D-FullMesh,A2A,SHORTEST_PATH,0.512,192,27.27272727272727
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.001,46,14.983713355048861
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.002,104,33.876221498371336
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.003,34,11.074918566775244
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.004,90,29.31596091205212
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.005,16,5.211726384364821
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.006,12,3.908794788273615
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.007,4,1.3029315960912053
2D-FullMesh,Sparse 1-to-N,SHORTEST_PATH,0.008,1,0.32573289902280134
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.112,104,32.5
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.116,2,0.625
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.12,12,3.75
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.124,10,3.125
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.128,10,3.125
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.132,12,3.75
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.136,2,0.625
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.14,104,32.5
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.256,48,15.0
2D-FullMesh-2x4,A2A,SHORTEST_PATH,0.512,16,5.0
2D-FullMesh-2x4,Sparse 1-to-N,SHORTEST_PATH,0.001,10,7.2992700729927
2D-FullMesh-2x4,Sparse 1-to-N,SHORTEST_PATH,0.002,59,43.06569343065693
2D-FullMesh-2x4,Sparse 1-to-N,SHORTEST_PATH,0.003,4,2.9197080291970803
